scheduling_algorithm,process_no,ni,batch_size,time_quantum,start_time,num_wait_iters,total_waiting_time,turn_around_time
fcfs,2,10000,100,2147483647,1636801251.374157804,100,00.022579,00.023407
fcfs,0,1000000,100,2147483647,1636801251.403093986,10000,00.000190,00.015819
fcfs,1,10000,100,2147483647,1636801251.403123310,100,00.018461,00.020040
fcfs,2,25000,100,2147483647,1636801251.403140464,250,00.022539,00.024640
fcfs,0,1000000,100,2147483647,1636801251.434431263,10000,00.000190,00.016176
fcfs,1,10000,100,2147483647,1636801251.434466568,100,00.018467,00.020046
fcfs,2,50000,100,2147483647,1636801251.434493354,500,00.020856,00.025039
fcfs,0,1000000,100,2147483647,1636801251.465940805,10000,00.000191,00.016201
fcfs,1,10000,100,2147483647,1636801251.465964953,100,00.018604,00.020181
fcfs,2,75000,100,2147483647,1636801251.466023555,750,00.020674,00.026958
fcfs,0,1000000,100,2147483647,1636801251.499783726,10000,00.000192,00.016227
fcfs,1,10000,100,2147483647,1636801251.499797839,100,00.018475,00.020058
fcfs,2,100000,100,2147483647,1636801251.499872039,1000,00.020667,00.029036
fcfs,0,1000000,100,2147483647,1636801251.535593397,10000,00.000200,00.016194
fcfs,1,10000,100,2147483647,1636801251.535627580,100,00.018461,00.020045
fcfs,2,250000,100,2147483647,1636801251.535687362,2500,00.020738,00.041580
fcfs,0,1000000,100,2147483647,1636801251.581413464,10000,00.000191,00.016177
fcfs,1,10000,100,2147483647,1636801251.581450465,100,00.018469,00.020061
fcfs,2,500000,100,2147483647,1636801251.581510692,5000,00.022704,00.063681
fcfs,0,1000000,100,2147483647,1636801251.650410713,10000,00.000185,00.015766
fcfs,1,10000,100,2147483647,1636801251.650434255,100,00.018482,00.020025
fcfs,2,750000,100,2147483647,1636801251.650492198,7500,00.020895,00.081784
fcfs,0,1000000,100,2147483647,1636801251.738284272,10000,00.000180,00.015309
fcfs,1,10000,100,2147483647,1636801251.738304101,100,00.018458,00.020014
fcfs,2,1000000,100,2147483647,1636801251.738358990,10000,00.020892,00.100348
fcfs,0,1000000,100,2147483647,1636801251.845155526,10000,00.000181,00.015300
fcfs,1,25000,100,2147483647,1636801251.845178374,250,00.018476,00.022186
fcfs,2,10000,100,2147483647,1636801251.845200427,100,00.022820,00.023628
fcfs,0,1000000,100,2147483647,1636801251.874600098,10000,00.000234,00.016469
fcfs,1,25000,100,2147483647,1636801251.874643625,250,00.018484,00.022322
fcfs,2,25000,100,2147483647,1636801251.874686564,250,00.022604,00.024653
fcfs,0,1000000,100,2147483647,1636801251.905328297,10000,00.000188,00.015735
fcfs,1,25000,100,2147483647,1636801251.905364016,250,00.018473,00.022273
fcfs,2,50000,100,2147483647,1636801251.905426445,500,00.022852,00.026918
fcfs,0,1000000,100,2147483647,1636801251.936426026,10000,00.000185,00.015732
fcfs,1,25000,100,2147483647,1636801251.936452643,250,00.016753,00.020566
fcfs,2,75000,100,2147483647,1636801251.936478409,750,00.023017,00.029102
fcfs,0,1000000,100,2147483647,1636801251.971949582,10000,00.000192,00.015763
fcfs,1,25000,100,2147483647,1636801251.971980013,250,00.016694,00.020542
fcfs,2,100000,100,2147483647,1636801251.972003760,1000,00.022959,00.031058
fcfs,0,1000000,100,2147483647,1636801252.009273497,10000,00.000189,00.015749
fcfs,1,25000,100,2147483647,1636801252.009295664,250,00.016424,00.020235
fcfs,2,250000,100,2147483647,1636801252.009347838,2500,00.020905,00.041165
fcfs,0,1000000,100,2147483647,1636801252.055225784,10000,00.000192,00.015727
fcfs,1,25000,100,2147483647,1636801252.055257293,250,00.016418,00.020228
fcfs,2,500000,100,2147483647,1636801252.055319504,5000,00.020967,00.061490
fcfs,0,1000000,100,2147483647,1636801252.122592366,10000,00.000189,00.015769
fcfs,1,25000,100,2147483647,1636801252.122617624,250,00.018476,00.022311
fcfs,2,750000,100,2147483647,1636801252.122642081,7500,00.024773,00.085013
fcfs,0,1000000,100,2147483647,1636801252.213114655,10000,00.000181,00.015297
fcfs,1,25000,100,2147483647,1636801252.213135736,250,00.018527,00.022230
fcfs,2,1000000,100,2147483647,1636801252.213165824,10000,00.024807,00.103423
fcfs,0,1000000,100,2147483647,1636801252.322598057,10000,00.000187,00.015362
fcfs,1,50000,100,2147483647,1636801252.322619847,500,00.018484,00.025881
fcfs,2,10000,100,2147483647,1636801252.322679737,100,00.028998,00.029798
fcfs,0,1000000,100,2147483647,1636801252.357944810,10000,00.000185,00.015311
fcfs,1,50000,100,2147483647,1636801252.357953455,500,00.016490,00.023860
fcfs,2,25000,100,2147483647,1636801252.358026086,250,00.025020,00.027061
fcfs,0,1000000,100,2147483647,1636801252.390949824,10000,00.000182,00.015317
fcfs,1,50000,100,2147483647,1636801252.390983892,500,00.018444,00.025805
fcfs,2,50000,100,2147483647,1636801252.391033562,500,00.029063,00.033024
fcfs,0,1000000,100,2147483647,1636801252.428459486,10000,00.000186,00.015318
fcfs,1,50000,100,2147483647,1636801252.428491582,500,00.016434,00.023862
fcfs,2,75000,100,2147483647,1636801252.428541904,750,00.024982,00.031084
fcfs,0,1000000,100,2147483647,1636801252.465455362,10000,00.000185,00.015722
fcfs,1,50000,100,2147483647,1636801252.465496319,500,00.018476,00.026056
fcfs,2,100000,100,2147483647,1636801252.465516910,1000,00.028743,00.036869
fcfs,0,1000000,100,2147483647,1636801252.506904996,10000,00.000199,00.015759
fcfs,1,50000,100,2147483647,1636801252.506950928,500,00.018471,00.026007
fcfs,2,250000,100,2147483647,1636801252.507010343,2500,00.027090,00.047334
fcfs,0,1000000,100,2147483647,1636801252.559621843,10000,00.000188,00.015847
fcfs,1,50000,100,2147483647,1636801252.559679460,500,00.016637,00.024194
fcfs,2,500000,100,2147483647,1636801252.559683415,5000,00.025074,00.065652
fcfs,0,1000000,100,2147483647,1636801252.630751282,10000,00.000192,00.015756
fcfs,1,50000,100,2147483647,1636801252.630771003,500,00.018475,00.026042
fcfs,2,750000,100,2147483647,1636801252.630833067,7500,00.029271,00.089326
fcfs,0,1000000,100,2147483647,1636801252.724987593,10000,00.000188,00.015317
fcfs,1,50000,100,2147483647,1636801252.725018974,500,00.018477,00.025876
fcfs,2,1000000,100,2147483647,1636801252.725082830,10000,00.027189,00.105881
fcfs,0,1000000,100,2147483647,1636801252.836048913,10000,00.000185,00.015388
fcfs,1,75000,100,2147483647,1636801252.836064542,750,00.018493,00.029596
fcfs,2,10000,100,2147483647,1636801252.836133128,100,00.031101,00.031911
fcfs,0,1000000,100,2147483647,1636801252.873570280,10000,00.000184,00.015313
fcfs,1,75000,100,2147483647,1636801252.873604563,750,00.018478,00.029461
fcfs,2,25000,100,2147483647,1636801252.873656995,250,00.031211,00.033198
fcfs,0,1000000,100,2147483647,1636801252.910920804,10000,00.000185,00.015303
fcfs,1,75000,100,2147483647,1636801252.910960895,750,00.018478,00.029629
fcfs,2,50000,100,2147483647,1636801252.910982998,500,00.032820,00.036892
fcfs,0,1000000,100,2147483647,1636801252.954887181,10000,00.000185,00.015783
fcfs,1,75000,100,2147483647,1636801252.954915712,750,00.018492,00.029825
fcfs,2,75000,100,2147483647,1636801252.954969199,750,00.031265,00.037363
fcfs,0,1000000,100,2147483647,1636801252.996811172,10000,00.000188,00.015742
fcfs,1,75000,100,2147483647,1636801252.996845234,750,00.018490,00.029811
fcfs,2,100000,100,2147483647,1636801252.996899757,1000,00.031159,00.039271
fcfs,0,1000000,100,2147483647,1636801253.040399830,10000,00.000190,00.015724
fcfs,1,75000,100,2147483647,1636801253.040431455,750,00.018482,00.029910
fcfs,2,250000,100,2147483647,1636801253.040494121,2500,00.031255,00.051699
fcfs,0,1000000,100,2147483647,1636801253.097466207,10000,00.000196,00.015789
fcfs,1,75000,100,2147483647,1636801253.097506730,750,00.018500,00.029853
fcfs,2,500000,100,2147483647,1636801253.097524773,5000,00.033246,00.073924
fcfs,0,1000000,100,2147483647,1636801253.176876401,10000,00.000186,00.015722
fcfs,1,75000,100,2147483647,1636801253.176915708,750,00.018486,00.029821
fcfs,2,750000,100,2147483647,1636801253.176928864,7500,00.032980,00.093365
fcfs,0,1000000,100,2147483647,1636801253.274905795,10000,00.000187,00.015309
fcfs,1,75000,100,2147483647,1636801253.274944705,750,00.016424,00.027465
fcfs,2,1000000,100,2147483647,1636801253.274952180,10000,00.029498,00.108925
fcfs,0,1000000,100,2147483647,1636801253.390170159,10000,00.000181,00.015355
fcfs,1,100000,100,2147483647,1636801253.390195049,1000,00.016597,00.031317
fcfs,2,10000,100,2147483647,1636801253.390254667,100,00.034884,00.035693
fcfs,0,1000000,100,2147483647,1636801253.431503935,10000,00.000180,00.015293
fcfs,1,100000,100,2147483647,1636801253.431530968,1000,00.016440,00.031320
fcfs,2,25000,100,2147483647,1636801253.431546824,250,00.033452,00.035493
fcfs,0,1000000,100,2147483647,1636801253.472558552,10000,00.000189,00.015736
fcfs,1,100000,100,2147483647,1636801253.472595542,1000,00.018490,00.033602
fcfs,2,50000,100,2147483647,1636801253.472654759,500,00.037038,00.041109
fcfs,0,1000000,100,2147483647,1636801253.518760255,10000,00.000192,00.015884
fcfs,1,100000,100,2147483647,1636801253.518783550,1000,00.016727,00.031793
fcfs,2,75000,100,2147483647,1636801253.518814985,750,00.033387,00.039686
fcfs,0,1000000,100,2147483647,1636801253.565042184,10000,00.000185,00.015747
fcfs,1,100000,100,2147483647,1636801253.565073938,1000,00.016643,00.031725
fcfs,2,100000,100,2147483647,1636801253.565151964,1000,00.033305,00.041417
fcfs,0,1000000,100,2147483647,1636801253.610781231,10000,00.000189,00.015763
fcfs,1,100000,100,2147483647,1636801253.610805550,1000,00.018495,00.033917
fcfs,2,250000,100,2147483647,1636801253.610869767,2500,00.037555,00.058397
fcfs,0,1000000,100,2147483647,1636801253.676463785,10000,00.000185,00.015768
fcfs,1,100000,100,2147483647,1636801253.676482953,1000,00.018528,00.033606
fcfs,2,500000,100,2147483647,1636801253.676556223,5000,00.035267,00.076435
fcfs,0,1000000,100,2147483647,1636801253.758065607,10000,00.000191,00.015724
fcfs,1,100000,100,2147483647,1636801253.758070283,1000,00.018498,00.033607
fcfs,2,750000,100,2147483647,1636801253.758126194,7500,00.037096,00.097955
fcfs,0,1000000,100,2147483647,1636801253.861483527,10000,00.000187,00.015372
fcfs,1,100000,100,2147483647,1636801253.861507732,1000,00.018503,00.033577
fcfs,2,1000000,100,2147483647,1636801253.861538382,10000,00.037231,00.116846
fcfs,0,1000000,100,2147483647,1636801253.984659201,10000,00.000185,00.015307
fcfs,1,250000,100,2147483647,1636801253.984699349,2500,00.016477,00.053092
fcfs,2,10000,100,2147483647,1636801253.984745874,100,00.054265,00.055111
fcfs,0,1000000,100,2147483647,1636801254.046177396,10000,00.000188,00.015408
fcfs,1,250000,100,2147483647,1636801254.046201568,2500,00.018554,00.056187
fcfs,2,25000,100,2147483647,1636801254.046260979,250,00.057569,00.059617
fcfs,0,1000000,100,2147483647,1636801254.111049521,10000,00.000185,00.015735
fcfs,1,250000,100,2147483647,1636801254.111080455,2500,00.016768,00.054300
fcfs,2,50000,100,2147483647,1636801254.111102844,500,00.056362,00.060445
fcfs,0,1000000,100,2147483647,1636801254.177385753,10000,00.000187,00.015785
fcfs,1,250000,100,2147483647,1636801254.177420487,2500,00.018544,00.057380
fcfs,2,75000,100,2147483647,1636801254.177489828,750,00.059581,00.065855
fcfs,0,1000000,100,2147483647,1636801254.250196715,10000,00.000196,00.016175
fcfs,1,250000,100,2147483647,1636801254.250223212,2500,00.018494,00.057229
fcfs,2,100000,100,2147483647,1636801254.250247260,1000,00.059571,00.067931
fcfs,0,1000000,100,2147483647,1636801254.325545892,10000,00.000304,00.017977
fcfs,1,250000,100,2147483647,1636801254.325594975,2500,00.020886,00.059500
fcfs,2,250000,100,2147483647,1636801254.325630948,2500,00.060654,00.081486
fcfs,0,1000000,100,2147483647,1636801254.413561595,10000,00.000190,00.016170
fcfs,1,250000,100,2147483647,1636801254.413594325,2500,00.018562,00.057289
fcfs,2,500000,100,2147483647,1636801254.413615764,5000,00.059653,00.101373
fcfs,0,1000000,100,2147483647,1636801254.521340845,10000,00.000193,00.015783
fcfs,1,250000,100,2147483647,1636801254.521372848,2500,00.018548,00.056921
fcfs,2,750000,100,2147483647,1636801254.521406313,7500,00.059709,00.121313
fcfs,0,1000000,100,2147483647,1636801254.649213141,10000,00.000191,00.015749
fcfs,1,250000,100,2147483647,1636801254.649237940,2500,00.018531,00.056212
fcfs,2,1000000,100,2147483647,1636801254.649291381,10000,00.060503,00.140640
fcfs,0,1000000,100,2147483647,1636801254.796117017,10000,00.000185,00.015382
fcfs,1,500000,100,2147483647,1636801254.796151002,5000,00.018624,00.092860
fcfs,2,10000,100,2147483647,1636801254.796205192,100,00.094550,00.095393
fcfs,0,1000000,100,2147483647,1636801254.897735407,10000,00.000185,00.015727
fcfs,1,500000,100,2147483647,1636801254.897769878,5000,00.016553,00.092419
fcfs,2,25000,100,2147483647,1636801254.897780793,250,00.096522,00.098632
fcfs,0,1000000,100,2147483647,1636801255.003968960,10000,00.000191,00.016243
fcfs,1,500000,100,2147483647,1636801255.004015734,5000,00.016732,00.093983
fcfs,2,50000,100,2147483647,1636801255.004038780,500,00.096493,00.100698
fcfs,0,1000000,100,2147483647,1636801255.112018191,10000,00.000195,00.016183
fcfs,1,500000,100,2147483647,1636801255.112051142,5000,00.018612,00.096389
fcfs,2,75000,100,2147483647,1636801255.112078969,750,00.098675,00.105126
fcfs,0,1000000,100,2147483647,1636801255.224731686,10000,00.000315,00.018556
fcfs,1,500000,100,2147483647,1636801255.224622485,5000,00.020728,00.100445
fcfs,2,100000,100,2147483647,1636801255.224725688,1000,00.102179,00.110766
fcfs,0,1000000,100,2147483647,1636801255.342758877,10000,00.000201,00.016669
fcfs,1,500000,100,2147483647,1636801255.342761410,5000,00.018918,00.098369
fcfs,2,250000,100,2147483647,1636801255.342805281,2500,00.100497,00.121930
fcfs,0,1000000,100,2147483647,1636801255.471269985,10000,00.000197,00.016376
fcfs,1,500000,100,2147483647,1636801255.471297309,5000,00.018632,00.097122
fcfs,2,500000,100,2147483647,1636801255.471328263,5000,00.098744,00.141516
fcfs,0,1000000,100,2147483647,1636801255.618489782,10000,00.000203,00.016312
fcfs,1,500000,100,2147483647,1636801255.618524554,5000,00.016809,00.094577
fcfs,2,750000,100,2147483647,1636801255.618581780,7500,00.096684,00.159645
fcfs,0,1000000,100,2147483647,1636801255.785806513,10000,00.000188,00.015854
fcfs,1,500000,100,2147483647,1636801255.785836085,5000,00.016876,00.101122
fcfs,2,1000000,100,2147483647,1636801255.785872503,10000,00.104275,00.188679
fcfs,0,1000000,100,2147483647,1636801255.981680753,10000,00.000191,00.016239
fcfs,1,750000,100,2147483647,1636801255.981706554,7500,00.018705,00.136446
fcfs,2,10000,100,2147483647,1636801255.981770691,100,00.137689,00.138572
fcfs,0,1000000,100,2147483647,1636801256.127823554,10000,00.002227,00.018695
fcfs,1,750000,100,2147483647,1636801256.127941615,7500,00.020975,00.144736
fcfs,2,25000,100,2147483647,1636801256.127907938,250,00.147499,00.149730
fcfs,0,1000000,100,2147483647,1636801256.285493866,10000,00.000207,00.017196
fcfs,1,750000,100,2147483647,1636801256.285520242,7500,00.020777,00.143980
fcfs,2,50000,100,2147483647,1636801256.285547120,500,00.147890,00.152344
fcfs,0,1000000,100,2147483647,1636801256.445869565,10000,00.000207,00.017232
fcfs,1,750000,100,2147483647,1636801256.445909034,7500,00.020854,00.143764
fcfs,2,75000,100,2147483647,1636801256.445910675,750,00.145845,00.152494
fcfs,0,1000000,100,2147483647,1636801256.606103112,10000,00.000197,00.016720
fcfs,1,750000,100,2147483647,1636801256.606133575,7500,00.018965,00.139292
fcfs,2,100000,100,2147483647,1636801256.606194250,1000,00.139821,00.150305
fcfs,0,1000000,100,2147483647,1636801256.766085961,10000,00.002285,00.020530
fcfs,1,750000,100,2147483647,1636801256.766117943,7500,00.020924,00.152156
fcfs,2,250000,100,2147483647,1636801256.766125100,2500,00.154103,00.176898
fcfs,0,1000000,100,2147483647,1636801256.949455119,10000,00.000203,00.017279
fcfs,1,750000,100,2147483647,1636801256.949484711,7500,00.018989,00.141802
fcfs,2,500000,100,2147483647,1636801256.949506474,5000,00.143936,00.188296
fcfs,0,1000000,100,2147483647,1636801257.144638115,10000,00.000200,00.016703
fcfs,1,750000,100,2147483647,1636801257.144676267,7500,00.020761,00.141015
fcfs,2,750000,100,2147483647,1636801257.144724491,7500,00.141946,00.206756
fcfs,0,1000000,100,2147483647,1636801257.359646794,10000,00.000190,00.016180
fcfs,1,750000,100,2147483647,1636801257.359636536,7500,00.016836,00.134772
fcfs,2,1000000,100,2147483647,1636801257.359661959,10000,00.135782,00.219826
fcfs,0,1000000,100,2147483647,1636801257.586579142,10000,00.000193,00.015926
fcfs,1,1000000,100,2147483647,1636801257.586610251,10000,00.018790,00.173012
fcfs,2,10000,100,2147483647,1636801257.586632022,100,00.175068,00.175953
fcfs,0,1000000,100,2147483647,1636801257.770150825,10000,00.000197,00.016231
fcfs,1,1000000,100,2147483647,1636801257.770175147,10000,00.018808,00.177564
fcfs,2,25000,100,2147483647,1636801257.770231937,250,00.179217,00.181386
fcfs,0,1000000,100,2147483647,1636801257.960474396,10000,00.000196,00.016676
fcfs,1,1000000,100,2147483647,1636801257.960487800,10000,00.020805,00.180104
fcfs,2,50000,100,2147483647,1636801257.960514463,500,00.181586,00.185893
fcfs,0,1000000,100,2147483647,1636801258.154650225,10000,00.000197,00.016745
fcfs,1,1000000,100,2147483647,1636801258.154678390,10000,00.020870,00.182718
fcfs,2,75000,100,2147483647,1636801258.154710219,750,00.184722,00.191396
fcfs,0,1000000,100,2147483647,1636801258.353948224,10000,00.000197,00.016815
fcfs,1,1000000,100,2147483647,1636801258.353974618,10000,00.021028,00.182235
fcfs,2,100000,100,2147483647,1636801258.354030778,1000,00.183544,00.193043
fcfs,0,1000000,100,2147483647,1636801258.554463041,10000,00.000198,00.016872
fcfs,1,1000000,100,2147483647,1636801258.554484289,10000,00.019054,00.180548
fcfs,2,250000,100,2147483647,1636801258.554527654,2500,00.181404,00.203391
fcfs,0,1000000,100,2147483647,1636801258.765673956,10000,00.000198,00.016844
fcfs,1,1000000,100,2147483647,1636801258.765709419,10000,00.020840,00.179700
fcfs,2,500000,100,2147483647,1636801258.765767572,5000,00.182870,00.225836
fcfs,0,1000000,100,2147483647,1636801258.999451864,10000,00.000199,00.016735
fcfs,1,1000000,100,2147483647,1636801258.999471117,10000,00.019016,00.178363
fcfs,2,750000,100,2147483647,1636801258.999508594,7500,00.179394,00.243282
fcfs,0,1000000,100,2147483647,1636801259.249678519,10000,00.000193,00.016274
fcfs,1,1000000,100,2147483647,1636801259.249696382,10000,00.018776,00.177577
fcfs,2,1000000,100,2147483647,1636801259.249767667,10000,00.179453,00.264039
rr,0,10000,100,250,1636801259.520575423,100,00.000002,00.000165
rr,1,10000,100,250,1636801259.520593723,100,00.004083,00.005749
rr,2,10000,100,250,1636801259.520616151,100,00.006238,00.007090
rr,0,10000,100,250,1636801259.533281714,100,00.000002,00.000165
rr,1,10000,100,250,1636801259.533340054,100,00.004100,00.005687
rr,2,25000,100,250,1636801259.533341772,250,00.006192,00.008331
rr,0,10000,100,250,1636801259.548382144,100,00.000002,00.000161
rr,2,50000,100,250,1636801259.548399218,500,00.002039,00.006110
rr,1,10000,100,250,1636801259.548373181,100,00.008292,00.009886
rr,0,10000,100,250,1636801259.562802290,100,00.000002,00.000161
rr,2,75000,100,250,1636801259.562891729,750,00.002033,00.008130
rr,1,10000,100,250,1636801259.562867686,100,00.010267,00.011803
rr,0,10000,100,250,1636801259.579317550,100,00.000003,00.000179
rr,2,100000,100,250,1636801259.579398138,1000,00.002021,00.010121
rr,1,10000,100,250,1636801259.579351636,100,00.010403,00.011947
rr,0,10000,100,250,1636801259.595941720,100,00.000002,00.000160
rr,1,10000,100,250,1636801259.595951172,100,00.004116,00.005674
rr,2,250000,100,250,1636801259.595994069,2500,00.006221,00.026478
rr,0,10000,100,250,1636801259.627160184,100,00.000014,00.000173
rr,1,10000,100,250,1636801259.627189721,100,00.006217,00.007760
rr,2,500000,100,250,1636801259.627242438,5000,00.004325,00.044974
rr,0,10000,100,250,1636801259.676870085,100,00.000008,00.000167
rr,1,10000,100,250,1636801259.676900027,100,00.018460,00.020000
rr,2,750000,100,250,1636801259.676964046,7500,00.016585,00.076393
rr,0,10000,100,250,1636801259.758572884,100,00.000002,00.000158
rr,1,10000,100,250,1636801259.758581304,100,00.004210,00.005726
rr,2,1000000,100,250,1636801259.758603555,10000,00.004392,00.083142
rr,0,10000,100,250,1636801259.847471058,100,00.000013,00.000167
rr,2,10000,100,250,1636801259.847549158,100,00.002026,00.002832
rr,1,25000,100,250,1636801259.847505386,250,00.004135,00.007769
rr,0,10000,100,250,1636801259.860898340,100,00.000002,00.000157
rr,2,25000,100,250,1636801259.860962755,250,00.002061,00.004288
rr,1,25000,100,250,1636801259.860907996,250,00.006323,00.010031
rr,0,10000,100,250,1636801259.875483298,100,00.000003,00.000159
rr,1,25000,100,250,1636801259.875500314,250,00.010251,00.014072
rr,2,50000,100,250,1636801259.875558425,500,00.012307,00.016323
rr,0,10000,100,250,1636801259.895910142,100,00.000002,00.000157
rr,1,25000,100,250,1636801259.895920969,250,00.006201,00.009981
rr,2,75000,100,250,1636801259.895978644,750,00.008257,00.014105
rr,0,10000,100,250,1636801259.914784800,100,00.000002,00.000156
rr,1,25000,100,250,1636801259.914804203,250,00.010253,00.014115
rr,2,100000,100,250,1636801259.914854104,1000,00.012360,00.020377
rr,0,10000,100,250,1636801259.939522730,100,00.000002,00.000156
rr,1,25000,100,250,1636801259.939507028,250,00.018526,00.022436
rr,2,250000,100,250,1636801259.939594166,2500,00.006243,00.027020
rr,0,10000,100,250,1636801259.972927683,100,00.000002,00.000156
rr,1,25000,100,250,1636801259.972920738,250,00.006215,00.010016
rr,2,500000,100,250,1636801259.972963995,5000,00.006330,00.045775
rr,0,10000,100,250,1636801260.024668448,100,00.000002,00.000156
rr,1,25000,100,250,1636801260.024652631,250,00.006227,00.010233
rr,2,750000,100,250,1636801260.024712217,7500,00.006345,00.064888
rr,0,10000,100,250,1636801260.095341035,100,00.000002,00.000182
rr,1,25000,100,250,1636801260.095341794,250,00.018468,00.022380
rr,2,1000000,100,250,1636801260.095431047,10000,00.018595,00.095981
rr,0,10000,100,250,1636801260.198122441,100,00.000002,00.000156
rr,2,10000,100,250,1636801260.198222041,100,00.001985,00.002855
rr,1,50000,100,250,1636801260.198128964,500,00.004191,00.012415
rr,0,10000,100,250,1636801260.214737013,100,00.000002,00.000156
rr,2,25000,100,250,1636801260.214784164,250,00.012476,00.014671
rr,1,50000,100,250,1636801260.214772737,500,00.010457,00.017819
rr,0,10000,100,250,1636801260.237598025,100,00.000004,00.000159
rr,2,50000,100,250,1636801260.237679973,500,00.024594,00.028701
rr,1,50000,100,250,1636801260.237626634,500,00.024668,00.032339
rr,0,10000,100,250,1636801260.274468210,100,00.000002,00.000161
rr,2,75000,100,250,1636801260.274509646,750,00.002041,00.008249
rr,1,50000,100,250,1636801260.274469682,500,00.010310,00.017657
rr,0,10000,100,250,1636801260.297121764,100,00.000014,00.000169
rr,1,50000,100,250,1636801260.297119370,500,00.020527,00.028467
rr,2,100000,100,250,1636801260.297197010,1000,00.022615,00.030903
rr,0,10000,100,250,1636801260.332485385,100,00.000006,00.000161
rr,2,250000,100,250,1636801260.332535767,2500,00.008243,00.029897
rr,1,50000,100,250,1636801260.332492231,500,00.024675,00.032703
rr,0,10000,100,250,1636801260.369644731,100,00.000014,00.000168
rr,1,50000,100,250,1636801260.369671101,500,00.010483,00.017928
rr,2,500000,100,250,1636801260.369695225,5000,00.012754,00.051836
rr,0,10000,100,250,1636801260.426161919,100,00.000014,00.000168
rr,1,50000,100,250,1636801260.426188094,500,00.012398,00.019827
rr,2,750000,100,250,1636801260.426226639,7500,00.012561,00.071132
rr,0,10000,100,250,1636801260.503853775,100,00.000008,00.000163
rr,1,50000,100,250,1636801260.503875521,500,00.012344,00.020337
rr,2,1000000,100,250,1636801260.503911384,10000,00.012531,00.090677
rr,0,10000,100,250,1636801260.600375671,100,00.000002,00.000157
rr,2,10000,100,250,1636801260.600426488,100,00.002044,00.002913
rr,1,75000,100,250,1636801260.600381349,750,00.004223,00.015083
rr,0,10000,100,250,1636801260.621055643,100,00.000009,00.000165
rr,2,25000,100,250,1636801260.621095458,250,00.002081,00.004070
rr,1,75000,100,250,1636801260.621053008,750,00.006183,00.017148
rr,0,10000,100,250,1636801260.644207771,100,00.000002,00.000218
rr,2,50000,100,250,1636801260.644270124,500,00.010255,00.015044
rr,1,75000,100,250,1636801260.644250991,750,00.012388,00.023715
rr,0,10000,100,250,1636801260.673343080,100,00.000003,00.000158
rr,2,75000,100,250,1636801260.673415295,750,00.010392,00.016324
rr,1,75000,100,250,1636801260.673345656,750,00.012485,00.023596
rr,0,10000,100,250,1636801260.702357553,100,00.000002,00.000156
rr,2,100000,100,250,1636801260.702413178,1000,00.010355,00.018224
rr,1,75000,100,250,1636801260.702372378,750,00.010394,00.021554
rr,0,10000,100,250,1636801260.729277674,100,00.000003,00.000183
rr,1,75000,100,250,1636801260.729299080,750,00.034867,00.046557
rr,2,250000,100,250,1636801260.729399974,2500,00.036854,00.057083
rr,0,10000,100,250,1636801260.791822442,100,00.006143,00.006300
rr,1,75000,100,250,1636801260.791877700,750,00.026818,00.038185
rr,2,500000,100,250,1636801260.791893313,5000,00.022775,00.062925
rr,0,10000,100,250,1636801260.859955938,100,00.000009,00.000163
rr,1,75000,100,250,1636801260.859975469,750,00.022580,00.033597
rr,2,750000,100,250,1636801260.860049678,7500,00.028802,00.088032
rr,0,10000,100,250,1636801260.954115158,100,00.000002,00.000156
rr,1,75000,100,250,1636801260.954104292,750,00.018601,00.029837
rr,2,1000000,100,250,1636801260.954175497,10000,00.014642,00.092608
rr,0,10000,100,250,1636801261.051267926,100,00.000003,00.000158
rr,2,10000,100,250,1636801261.051325794,100,00.002012,00.002875
rr,1,100000,100,250,1636801261.051279790,1000,00.004143,00.019105
rr,0,10000,100,250,1636801261.076260611,100,00.000002,00.000156
rr,2,25000,100,250,1636801261.076313342,250,00.002012,00.004005
rr,1,100000,100,250,1636801261.076273585,1000,00.006165,00.020776
rr,0,10000,100,250,1636801261.103076044,100,00.000006,00.000161
rr,2,50000,100,250,1636801261.103169537,500,00.016375,00.020460
rr,1,100000,100,250,1636801261.103125966,1000,00.014458,00.029348
rr,0,10000,100,250,1636801261.138238519,100,00.000002,00.000156
rr,2,75000,100,250,1636801261.138283011,750,00.018402,00.024713
rr,1,100000,100,250,1636801261.138243958,1000,00.018566,00.033127
rr,0,10000,100,250,1636801261.177795659,100,00.000002,00.000162
rr,2,100000,100,250,1636801261.177843751,1000,00.002080,00.010689
rr,1,100000,100,250,1636801261.177802896,1000,00.012581,00.027718
rr,0,10000,100,250,1636801261.211640037,100,00.000010,00.000165
rr,1,100000,100,250,1636801261.211664193,1000,00.018688,00.033585
rr,2,250000,100,250,1636801261.211692546,2500,00.020846,00.040627
rr,0,10000,100,250,1636801261.257432039,100,00.000010,00.000166
rr,1,100000,100,250,1636801261.257454202,1000,00.022872,00.037774
rr,2,500000,100,250,1636801261.257488651,5000,00.020840,00.059968
rr,0,10000,100,250,1636801261.322414703,100,00.000002,00.000156
rr,1,100000,100,250,1636801261.322407363,1000,00.022693,00.037599
rr,2,750000,100,250,1636801261.322478996,7500,00.020753,00.080319
rr,0,10000,100,250,1636801261.408825301,100,00.000006,00.000160
rr,1,100000,100,250,1636801261.408867123,1000,00.036956,00.051677
rr,2,1000000,100,250,1636801261.408905811,10000,00.039163,00.118021
