scheduling_algorithm,process_no,ni,batch_size,time_quantum,start_time,num_wait_iters,total_waiting_time,turn_around_time
rr,1,750000,100,250,1636801032.925321747,7500,00.006404,00.117555
rr,0,100000,100,250,1636801033.050239909,1000,00.000018,00.001542
rr,2,50000,100,250,1636801033.050282795,500,00.008273,00.012240
rr,1,750000,100,250,1636801033.050273399,7500,00.008436,00.118104
rr,0,100000,100,250,1636801033.175852066,1000,00.000019,00.001534
rr,2,75000,100,250,1636801033.175925442,750,00.010283,00.016460
rr,1,750000,100,250,1636801033.175863011,7500,00.010563,00.119910
rr,0,100000,100,250,1636801033.302541167,1000,00.000018,00.001530
rr,2,100000,100,250,1636801033.302598294,1000,00.016364,00.024808
rr,1,750000,100,250,1636801033.302555297,7500,00.018679,00.127075
rr,0,100000,100,250,1636801033.435870083,1000,00.002069,00.003602
rr,2,250000,100,250,1636801033.435934361,2500,00.035022,00.055055
rr,1,750000,100,250,1636801033.435981183,7500,00.034990,00.143596
rr,0,100000,100,250,1636801033.586768857,1000,00.000029,00.001581
rr,2,500000,100,250,1636801033.586825314,5000,00.037100,00.079045
rr,1,750000,100,250,1636801033.586819454,7500,00.049703,00.160676
rr,0,100000,100,250,1636801033.754024491,1000,00.000018,00.001538
rr,2,750000,100,250,1636801033.754082175,7500,00.074749,00.135030
rr,1,750000,100,250,1636801033.754023858,7500,00.080230,00.191916
rr,0,100000,100,250,1636801033.952319743,1000,00.002047,00.003633
rr,2,1000000,100,250,1636801033.952417203,10000,00.111965,00.194370
rr,1,750000,100,250,1636801033.952362657,7500,00.121248,00.235280
rr,0,100000,100,250,1636801034.193991482,1000,00.000019,00.001578
rr,2,10000,100,250,1636801034.194049360,100,00.008185,00.009009
rr,1,1000000,100,250,1636801034.194006535,10000,00.004413,00.155500
rr,0,100000,100,250,1636801034.356099086,1000,00.000018,00.001544
rr,2,25000,100,250,1636801034.356136268,250,00.004117,00.006110
rr,1,1000000,100,250,1636801034.356108942,10000,00.004420,00.150996
rr,0,100000,100,250,1636801034.513754344,1000,00.000018,00.001536
rr,2,50000,100,250,1636801034.513815334,500,00.012365,00.016763
rr,1,1000000,100,250,1636801034.513764391,10000,00.010697,00.157596
rr,0,100000,100,250,1636801034.678639477,1000,00.000018,00.001533
rr,2,75000,100,250,1636801034.678723318,750,00.008266,00.014358
rr,1,1000000,100,250,1636801034.678703441,10000,00.008567,00.161808
rr,0,100000,100,250,1636801034.847476334,1000,00.000018,00.001539
rr,2,100000,100,250,1636801034.847517613,1000,00.012294,00.020821
rr,1,1000000,100,250,1636801034.847493475,10000,00.012589,00.165732
rr,0,100000,100,250,1636801035.021128728,1000,00.000019,00.001565
rr,2,250000,100,250,1636801035.021194978,2500,00.018599,00.039440
rr,1,1000000,100,250,1636801035.021155094,10000,00.025092,00.178466
rr,0,100000,100,250,1636801035.206760835,1000,00.002018,00.003534
rr,2,500000,100,250,1636801035.206816446,5000,00.035076,00.077013
rr,1,1000000,100,250,1636801035.206821484,10000,00.051675,00.203551
rr,0,100000,100,250,1636801035.418393607,1000,00.002077,00.003602
rr,2,750000,100,250,1636801035.418439406,7500,00.090000,00.153401
rr,1,1000000,100,250,1636801035.418445804,10000,00.101200,00.254526
rr,0,100000,100,250,1636801035.680118544,1000,00.000018,00.001540
rr,2,1000000,100,250,1636801035.680169453,10000,00.073964,00.157468
rr,1,1000000,100,250,1636801035.680134375,10000,00.108961,00.257890
rr,0,250000,100,250,1636801035.944489407,2500,00.000045,00.003839
rr,1,10000,100,250,1636801035.944481127,100,00.004126,00.005755
rr,2,10000,100,250,1636801035.944513416,100,00.006185,00.007009
rr,0,250000,100,250,1636801035.957035924,2500,00.000047,00.003847
rr,1,10000,100,250,1636801035.957054243,100,00.004119,00.005732
rr,2,25000,100,250,1636801035.957111533,250,00.006193,00.008199
rr,1,10000,100,250,1636801035.969621915,100,00.002070,00.003589
rr,0,250000,100,250,1636801035.969613323,2500,00.004286,00.008069
rr,2,50000,100,250,1636801035.969658973,500,00.006257,00.010222
rr,0,250000,100,250,1636801035.984058584,2500,00.000045,00.003832
rr,1,10000,100,250,1636801035.984080215,100,00.004112,00.005615
rr,2,75000,100,250,1636801035.984099004,750,00.006196,00.012139
rr,1,10000,100,250,1636801036.000492461,100,00.002065,00.003554
rr,0,250000,100,250,1636801036.000464269,2500,00.004223,00.008211
rr,2,100000,100,250,1636801036.000536334,1000,00.006151,00.014406
rr,0,250000,100,250,1636801036.019164344,2500,00.000045,00.003839
rr,1,10000,100,250,1636801036.019185214,100,00.004124,00.005627
rr,2,250000,100,250,1636801036.019227323,2500,00.006220,00.026225
rr,0,250000,100,250,1636801036.050460582,2500,00.000045,00.003833
rr,1,10000,100,250,1636801036.050490319,100,00.004104,00.005677
rr,2,500000,100,250,1636801036.050542800,5000,00.006204,00.045638
rr,0,250000,100,250,1636801036.102004967,2500,00.000045,00.003828
rr,1,10000,100,250,1636801036.102021081,100,00.004089,00.005590
rr,2,750000,100,250,1636801036.102086757,7500,00.006305,00.064990
rr,0,250000,100,250,1636801036.171522301,2500,00.000049,00.003834
rr,1,10000,100,250,1636801036.171526025,100,00.004141,00.005752
rr,2,1000000,100,250,1636801036.171604932,10000,00.006341,00.084483
rr,0,250000,100,250,1636801036.262206418,2500,00.000045,00.003831
rr,2,10000,100,250,1636801036.262250251,100,00.006152,00.006962
rr,1,25000,100,250,1636801036.262194043,250,00.006245,00.009992
rr,0,250000,100,250,1636801036.277425786,2500,00.000045,00.003835
rr,2,25000,100,250,1636801036.277482816,250,00.006189,00.008180
rr,1,25000,100,250,1636801036.277437966,250,00.006206,00.010073
rr,0,250000,100,250,1636801036.291884845,2500,00.000045,00.003832
rr,2,50000,100,250,1636801036.291961281,500,00.006154,00.010125
rr,1,25000,100,250,1636801036.291893185,250,00.010257,00.013976
rr,0,250000,100,250,1636801036.310331624,2500,00.000048,00.003837
rr,1,25000,100,250,1636801036.310367498,250,00.004094,00.007807
rr,2,75000,100,250,1636801036.310390510,750,00.008251,00.014178
rr,0,250000,100,250,1636801036.328645015,2500,00.000045,00.003832
rr,1,25000,100,250,1636801036.328678022,250,00.004088,00.007851
rr,2,100000,100,250,1636801036.328702609,1000,00.008247,00.016196
rr,0,250000,100,250,1636801036.349169184,2500,00.000052,00.004027
rr,1,25000,100,250,1636801036.349243162,250,00.006099,00.009970
rr,2,250000,100,250,1636801036.349272503,2500,00.008173,00.027786
rr,0,250000,100,250,1636801036.382606140,2500,00.000046,00.003849
rr,1,25000,100,250,1636801036.382595359,250,00.024675,00.029162
rr,2,500000,100,250,1636801036.382677222,5000,00.018372,00.058673
rr,0,250000,100,250,1636801036.447086406,2500,00.000045,00.003830
rr,1,25000,100,250,1636801036.447089715,250,00.010303,00.014240
rr,2,750000,100,250,1636801036.447129677,7500,00.010421,00.068978
rr,0,250000,100,250,1636801036.521295944,2500,00.000046,00.003830
rr,1,25000,100,250,1636801036.521307741,250,00.004137,00.008094
rr,2,1000000,100,250,1636801036.521379424,10000,00.008410,00.087096
rr,0,250000,100,250,1636801036.614892147,2500,00.000045,00.003829
rr,2,10000,100,250,1636801036.614954788,100,00.008160,00.009018
rr,1,50000,100,250,1636801036.614901645,500,00.006160,00.013876
rr,0,250000,100,250,1636801036.633614811,2500,00.000050,00.003835
rr,1,50000,100,250,1636801036.633630329,500,00.004114,00.011488
rr,2,25000,100,250,1636801036.633681275,250,00.012345,00.014337
rr,0,250000,100,250,1636801036.652059915,2500,00.000045,00.003831
rr,2,50000,100,250,1636801036.652122411,500,00.008289,00.012286
rr,1,50000,100,250,1636801036.652106242,500,00.008306,00.015669
rr,0,250000,100,250,1636801036.672856176,2500,00.006325,00.010119
rr,1,50000,100,250,1636801036.672875033,500,00.008295,00.015815
rr,2,75000,100,250,1636801036.672914443,750,00.012460,00.018369
rr,0,250000,100,250,1636801036.695720204,2500,00.006344,00.010122
rr,1,50000,100,250,1636801036.695726610,500,00.008323,00.015841
rr,2,100000,100,250,1636801036.695761580,1000,00.012487,00.020318
rr,0,250000,100,250,1636801036.721544943,2500,00.000051,00.003875
rr,1,50000,100,250,1636801036.721551875,500,00.012565,00.020043
rr,2,250000,100,250,1636801036.721604597,2500,00.014646,00.034373
rr,0,250000,100,250,1636801036.761647793,2500,00.000045,00.003828
rr,1,50000,100,250,1636801036.761650304,500,00.018470,00.026356
rr,2,500000,100,250,1636801036.761703291,5000,00.016516,00.056206
rr,0,250000,100,250,1636801036.823357037,2500,00.000052,00.003837
rr,1,50000,100,250,1636801036.823377231,500,00.056761,00.064491
rr,2,750000,100,250,1636801036.823406796,7500,00.014544,00.074335
rr,0,250000,100,250,1636801036.902787948,2500,00.010548,00.016062
rr,1,50000,100,250,1636801036.902814898,500,00.012494,00.019949
rr,2,1000000,100,250,1636801036.902838895,10000,00.014748,00.093523
rr,0,250000,100,250,1636801037.001431000,2500,00.000046,00.003828
rr,2,10000,100,250,1636801037.001490402,100,00.006213,00.007069
rr,1,75000,100,250,1636801037.001475448,750,00.006272,00.017398
rr,0,250000,100,250,1636801037.024408272,2500,00.000045,00.003834
rr,2,25000,100,250,1636801037.024454517,250,00.006232,00.008245
rr,1,75000,100,250,1636801037.024433125,750,00.006269,00.017300
rr,0,250000,100,250,1636801037.047142029,2500,00.000046,00.003831
rr,2,50000,100,250,1636801037.047194841,500,00.008200,00.012157
rr,1,75000,100,250,1636801037.047162086,750,00.008243,00.019269
rr,0,250000,100,250,1636801037.071853086,2500,00.006320,00.010102
rr,2,75000,100,250,1636801037.071910340,750,00.012460,00.018467
rr,1,75000,100,250,1636801037.071887533,750,00.010473,00.021642
rr,0,250000,100,250,1636801037.099109065,2500,00.000046,00.003835
rr,2,100000,100,250,1636801037.099195690,1000,00.006173,00.014089
rr,1,75000,100,250,1636801037.099138537,750,00.012470,00.023477
rr,0,250000,100,250,1636801037.128586582,2500,00.000049,00.003835
rr,1,75000,100,250,1636801037.128611449,750,00.006224,00.017518
rr,2,250000,100,250,1636801037.128669610,2500,00.016514,00.036288
rr,0,250000,100,250,1636801037.170253462,2500,00.000047,00.003831
rr,1,75000,100,250,1636801037.170279052,750,00.018510,00.029646
rr,2,500000,100,250,1636801037.170307258,5000,00.022665,00.062917
rr,0,250000,100,250,1636801037.238178836,2500,00.000045,00.003830
rr,1,75000,100,250,1636801037.238239882,750,00.020553,00.031575
rr,2,750000,100,250,1636801037.238281314,7500,00.016531,00.076522
rr,0,250000,100,250,1636801037.320768878,2500,00.000051,00.003923
rr,1,75000,100,250,1636801037.320802899,750,00.018502,00.029511
rr,2,1000000,100,250,1636801037.320865277,10000,00.018631,00.097409
rr,0,250000,100,250,1636801037.423189761,2500,00.000045,00.003827
rr,2,10000,100,250,1636801037.423240398,100,00.008196,00.009032
rr,1,100000,100,250,1636801037.423208961,1000,00.006188,00.020886
rr,0,250000,100,250,1636801037.449960762,2500,00.000045,00.003828
rr,2,25000,100,250,1636801037.450028654,250,00.008224,00.010206
rr,1,100000,100,250,1636801037.449990588,1000,00.008246,00.023056
rr,0,250000,100,250,1636801037.479439390,2500,00.006326,00.010143
rr,2,50000,100,250,1636801037.479494831,500,00.010358,00.014303
rr,1,100000,100,250,1636801037.479458868,1000,00.008406,00.023366
rr,0,250000,100,250,1636801037.508830840,2500,00.000054,00.003840
rr,2,75000,100,250,1636801037.508910270,750,00.012323,00.018352
rr,1,100000,100,250,1636801037.508857433,1000,00.012360,00.027066
rr,0,250000,100,250,1636801037.541877576,2500,00.000045,00.003831
rr,2,100000,100,250,1636801037.541948404,1000,00.016527,00.024425
rr,1,100000,100,250,1636801037.541912412,1000,00.012450,00.027149
rr,0,250000,100,250,1636801037.575430637,2500,00.000045,00.003829
rr,2,250000,100,250,1636801037.575518037,2500,00.034883,00.055065
rr,1,100000,100,250,1636801037.575452868,1000,00.041213,00.056051
rr,0,250000,100,250,1636801037.637720448,2500,00.000052,00.004097
rr,1,100000,100,250,1636801037.637746216,1000,00.026776,00.041876
rr,2,500000,100,250,1636801037.637762744,5000,00.031006,00.071473
rr,0,250000,100,250,1636801037.714237752,2500,00.000046,00.003937
rr,1,100000,100,250,1636801037.714279708,1000,00.033414,00.048493
rr,2,750000,100,250,1636801037.714329967,7500,00.031250,00.092080
rr,0,250000,100,250,1636801037.812181867,2500,00.000053,00.003947
rr,1,100000,100,250,1636801037.812191858,1000,00.032878,00.047985
rr,2,1000000,100,250,1636801037.812255583,10000,00.037026,00.117802
rr,0,250000,100,250,1636801037.935009776,2500,00.000045,00.003830
rr,2,10000,100,250,1636801037.935057514,100,00.006231,00.007057
rr,1,250000,100,250,1636801037.935064421,2500,00.006251,00.042991
rr,0,250000,100,250,1636801037.983271432,2500,00.000045,00.003828
rr,2,25000,100,250,1636801037.983350193,250,00.006162,00.008147
rr,1,250000,100,250,1636801037.983292235,2500,00.008321,00.045051
rr,0,250000,100,250,1636801038.032932090,2500,00.006320,00.010102
rr,2,50000,100,250,1636801038.032974409,500,00.010386,00.014338
rr,1,250000,100,250,1636801038.032941247,2500,00.008367,00.045568
rr,0,250000,100,250,1636801038.083507265,2500,00.000051,00.003837
rr,2,75000,100,250,1636801038.083585701,750,00.016638,00.022584
rr,1,250000,100,250,1636801038.083523273,2500,00.012574,00.049471
rr,0,250000,100,250,1636801038.138061701,2500,00.000045,00.003832
rr,2,100000,100,250,1636801038.138122583,1000,00.014551,00.022537
rr,1,250000,100,250,1636801038.138120027,2500,00.012497,00.049065
rr,0,250000,100,250,1636801038.192769446,2500,00.000045,00.003827
rr,2,250000,100,250,1636801038.192838845,2500,00.041348,00.077582
rr,1,250000,100,250,1636801038.192816034,2500,00.049946,00.100993
rr,0,250000,100,250,1636801038.298918477,2500,00.000049,00.003831
rr,1,250000,100,250,1636801038.298959853,2500,00.037368,00.074608
rr,2,500000,100,250,1636801038.299023752,5000,00.051390,00.091757
rr,0,250000,100,250,1636801038.397032761,2500,00.000046,00.003935
rr,2,750000,100,250,1636801038.397123903,7500,00.053443,00.114360
rr,1,250000,100,250,1636801038.397057475,2500,00.083874,00.121647
rr,0,250000,100,250,1636801038.524566076,2500,00.000046,00.003938
rr,1,250000,100,250,1636801038.524592608,2500,00.053557,00.092041
rr,2,1000000,100,250,1636801038.524644688,10000,00.049611,00.132653
rr,0,250000,100,250,1636801038.663548984,2500,00.000048,00.004053
rr,2,10000,100,250,1636801038.663610032,100,00.006126,00.006985
rr,1,500000,100,250,1636801038.663581483,5000,00.006345,00.082642
rr,0,250000,100,250,1636801038.752898198,2500,00.000049,00.003940
rr,2,25000,100,250,1636801038.752968076,250,00.016416,00.018454
rr,1,500000,100,250,1636801038.752903323,5000,00.008370,00.083286
rr,0,250000,100,250,1636801038.842360718,2500,00.000045,00.003864
rr,2,50000,100,250,1636801038.842419908,500,00.008232,00.012238
rr,1,500000,100,250,1636801038.842391250,5000,00.010443,00.083797
rr,0,250000,100,250,1636801038.931392371,2500,00.000045,00.003828
rr,2,75000,100,250,1636801038.931481403,750,00.020496,00.026441
rr,1,500000,100,250,1636801038.931420821,5000,00.016619,00.089715
rr,0,250000,100,250,1636801039.027956602,2500,00.004134,00.007922
rr,2,100000,100,250,1636801039.028048820,1000,00.030775,00.038687
rr,1,500000,100,250,1636801039.028023627,5000,00.022755,00.095970
rr,0,250000,100,250,1636801039.129467861,2500,00.000045,00.003833
rr,2,250000,100,250,1636801039.129528663,2500,00.022958,00.042882
rr,1,500000,100,250,1636801039.129526113,5000,00.025151,00.098332
rr,0,250000,100,250,1636801039.234840736,2500,00.000048,00.003867
rr,2,500000,100,250,1636801039.234934104,5000,00.087782,00.127794
rr,1,500000,100,250,1636801039.234871635,5000,00.074283,00.148642
rr,0,250000,100,250,1636801039.390313141,2500,00.000046,00.003941
rr,2,750000,100,250,1636801039.390423495,7500,00.096676,00.158492
rr,1,500000,100,250,1636801039.390340256,5000,00.098906,00.175695
rr,0,250000,100,250,1636801039.572782647,2500,00.002087,00.006095
rr,1,500000,100,250,1636801039.572820224,5000,00.094669,00.173066
rr,2,1000000,100,250,1636801039.572832934,10000,00.092745,00.177182
rr,0,250000,100,250,1636801039.757788287,2500,00.000049,00.004211
rr,2,10000,100,250,1636801039.757841861,100,00.010370,00.011246
rr,1,750000,100,250,1636801039.757817766,7500,00.008636,00.125297
rr,0,250000,100,250,1636801039.890898301,2500,00.000046,00.003944
rr,2,25000,100,250,1636801039.890938078,250,00.008260,00.010376
rr,1,750000,100,250,1636801039.890948035,7500,00.008432,00.120753
rr,2,50000,100,250,1636801040.017098901,500,00.006128,00.010133
rr,0,250000,100,250,1636801040.017012546,2500,00.010325,00.014111
rr,1,750000,100,250,1636801040.017038469,7500,00.012615,00.135737
rr,0,250000,100,250,1636801040.160265550,2500,00.000045,00.003827
rr,2,75000,100,250,1636801040.160305192,750,00.012330,00.018390
rr,1,750000,100,250,1636801040.160278006,7500,00.010520,00.119716
rr,0,250000,100,250,1636801040.287438101,2500,00.000045,00.003854
rr,2,100000,100,250,1636801040.287484592,1000,00.014487,00.022542
rr,1,750000,100,250,1636801040.287446611,7500,00.016822,00.124271
rr,0,250000,100,250,1636801040.418641575,2500,00.000045,00.003829
rr,2,250000,100,250,1636801040.418701776,2500,00.043074,00.064067
rr,1,750000,100,250,1636801040.418647332,7500,00.041283,00.151245
rr,0,250000,100,250,1636801040.576580682,2500,00.000045,00.003869
rr,2,500000,100,250,1636801040.576638162,5000,00.041723,00.081695
rr,1,750000,100,250,1636801040.576640013,7500,00.045965,00.155794
rr,0,250000,100,250,1636801040.738352415,2500,00.000046,00.003858
rr,2,750000,100,250,1636801040.738406692,7500,00.087052,00.147932
rr,1,750000,100,250,1636801040.738382555,7500,00.087954,00.201231
rr,0,250000,100,250,1636801040.946874681,2500,00.000049,00.003937
rr,2,1000000,100,250,1636801040.946944439,10000,00.139977,00.223039
rr,1,750000,100,250,1636801040.946892821,7500,00.113400,00.229390
rr,0,250000,100,250,1636801041.183343597,2500,00.000049,00.004169
rr,2,10000,100,250,1636801041.183398414,100,00.016461,00.017340
rr,1,1000000,100,250,1636801041.183369967,10000,00.010689,00.164926
rr,0,250000,100,250,1636801041.356061808,2500,00.000046,00.004041
rr,2,25000,100,250,1636801041.356083813,250,00.010307,00.012351
rr,1,1000000,100,250,1636801041.356081934,10000,00.009355,00.157657
rr,0,250000,100,250,1636801041.521016195,2500,00.000045,00.003854
rr,2,50000,100,250,1636801041.521077044,500,00.008233,00.012184
rr,1,1000000,100,250,1636801041.521011362,10000,00.010591,00.155827
rr,0,250000,100,250,1636801041.683421440,2500,00.000046,00.003889
rr,2,75000,100,250,1636801041.683506996,750,00.008264,00.014895
rr,1,1000000,100,250,1636801041.683392804,10000,00.012742,00.160264
rr,0,250000,100,250,1636801041.850264562,2500,00.000045,00.003866
rr,2,100000,100,250,1636801041.850323060,1000,00.012298,00.020398
rr,1,1000000,100,250,1636801041.850266696,10000,00.012583,00.164482
rr,0,250000,100,250,1636801042.021242868,2500,00.000045,00.003904
rr,2,250000,100,250,1636801042.021298490,2500,00.023246,00.043876
rr,1,1000000,100,250,1636801042.021907387,10000,00.033099,00.183220
rr,0,250000,100,250,1636801042.211485283,2500,00.000046,00.003831
rr,2,500000,100,250,1636801042.211533023,5000,00.045150,00.087689
rr,1,1000000,100,250,1636801042.211485071,10000,00.059832,00.213926
rr,0,250000,100,250,1636801042.433752907,2500,00.000045,00.003831
rr,2,750000,100,250,1636801042.433834594,7500,00.051735,00.115843
rr,1,1000000,100,250,1636801042.433747709,10000,00.074476,00.222758
rr,0,250000,100,250,1636801042.664260406,2500,00.000045,00.003837
rr,2,1000000,100,250,1636801042.664327927,10000,00.080620,00.160740
rr,1,1000000,100,250,1636801042.664259442,10000,00.101187,00.251808
rr,0,500000,100,250,1636801042.923562423,5000,00.000090,00.007686
rr,2,10000,100,250,1636801042.923597043,100,00.008255,00.009064
rr,1,10000,100,250,1636801042.923608685,100,00.010339,00.011849
rr,0,500000,100,250,1636801042.940234802,5000,00.000094,00.007676
rr,1,10000,100,250,1636801042.940266101,100,00.008234,00.009721
rr,2,25000,100,250,1636801042.940332372,250,00.010265,00.012254
rr,0,500000,100,250,1636801042.956641984,5000,00.000094,00.007658
rr,1,10000,100,250,1636801042.956667246,100,00.008233,00.009727
rr,2,50000,100,250,1636801042.956733131,500,00.010394,00.014347
rr,0,500000,100,250,1636801042.975110317,5000,00.000091,00.007749
rr,2,75000,100,250,1636801042.975174667,750,00.008209,00.014296
rr,1,10000,100,250,1636801042.975152415,100,00.016422,00.017958
rr,1,10000,100,250,1636801042.997775820,100,00.006187,00.007735
rr,2,100000,100,250,1636801042.997802486,1000,00.008277,00.016396
rr,0,500000,100,250,1636801042.997746135,5000,00.010440,00.018215
rr,1,10000,100,250,1636801043.020377946,100,00.004092,00.005655
rr,0,500000,100,250,1636801043.020328719,5000,00.002231,00.010010
rr,2,250000,100,250,1636801043.020414706,2500,00.010396,00.030656
rr,0,500000,100,250,1636801043.055778904,5000,00.000093,00.007893
rr,1,10000,100,250,1636801043.055979427,100,00.008025,00.009586
rr,2,500000,100,250,1636801043.055876073,5000,00.010314,00.051157
rr,1,10000,100,250,1636801043.113228273,100,00.004130,00.005658
rr,0,500000,100,250,1636801043.113206615,5000,00.004348,00.012130
rr,2,750000,100,250,1636801043.113259119,7500,00.010572,00.070802
rr,0,500000,100,250,1636801043.188395946,5000,00.000090,00.007688
rr,1,10000,100,250,1636801043.188452135,100,00.008195,00.009716
rr,2,1000000,100,250,1636801043.188452829,10000,00.010473,00.089342
rr,0,500000,100,250,1636801043.281940412,5000,00.000090,00.007656
rr,1,25000,100,250,1636801043.282001176,250,00.008204,00.012008
rr,2,10000,100,250,1636801043.282041694,100,00.012307,00.013116
rr,1,25000,100,250,1636801043.300773715,250,00.006148,00.009919
rr,2,25000,100,250,1636801043.300796128,250,00.010268,00.012355
rr,0,500000,100,250,1636801043.300739106,5000,00.010373,00.017943
rr,1,25000,100,250,1636801043.323599683,250,00.008241,00.012000
rr,2,50000,100,250,1636801043.323634316,500,00.010288,00.014268
rr,0,500000,100,250,1636801043.323528236,5000,00.010554,00.018116
rr,0,500000,100,250,1636801043.346277532,5000,00.004227,00.011832
rr,1,25000,100,250,1636801043.346303395,250,00.010289,00.013988
rr,2,75000,100,250,1636801043.346327184,750,00.012374,00.018329
rr,0,500000,100,250,1636801043.368816937,5000,00.000097,00.007662
rr,1,25000,100,250,1636801043.368881716,250,00.010299,00.014081
rr,2,100000,100,250,1636801043.368917152,1000,00.012349,00.020430
rr,1,25000,100,250,1636801043.393497554,250,00.004099,00.007898
rr,0,500000,100,250,1636801043.393469559,5000,00.018587,00.026359
rr,2,250000,100,250,1636801043.393551147,2500,00.026752,00.047020
rr,0,500000,100,250,1636801043.445174817,5000,00.000098,00.007873
rr,1,25000,100,250,1636801043.445206819,250,00.008239,00.012056
rr,2,500000,100,250,1636801043.445277059,5000,00.012447,00.053166
rr,0,500000,100,250,1636801043.503038437,5000,00.000093,00.007867
rr,1,25000,100,250,1636801043.503097995,250,00.008180,00.011972
rr,2,750000,100,250,1636801043.503139128,7500,00.012425,00.072294
rr,0,500000,100,250,1636801043.580069578,5000,00.000090,00.007649
rr,1,25000,100,250,1636801043.580110747,250,00.020550,00.024254
rr,2,1000000,100,250,1636801043.580128535,10000,00.012494,00.091378
rr,2,10000,100,250,1636801043.677095615,100,00.008262,00.009077
rr,0,500000,100,250,1636801043.677033164,5000,00.008440,00.016004
rr,1,50000,100,250,1636801043.677065915,500,00.010393,00.018176
rr,0,500000,100,250,1636801043.699996742,5000,00.000091,00.007673
rr,2,25000,100,250,1636801043.700079827,250,00.010212,00.012203
rr,1,50000,100,250,1636801043.700035800,500,00.010321,00.017693
rr,0,500000,100,250,1636801043.722748314,5000,00.000096,00.007658
rr,2,50000,100,250,1636801043.722827996,500,00.010286,00.014239
rr,1,50000,100,250,1636801043.722773067,500,00.012394,00.019767
rr,0,500000,100,250,1636801043.747505220,5000,00.010471,00.018037
rr,2,75000,100,250,1636801043.747601954,750,00.014510,00.020456
rr,1,50000,100,250,1636801043.747570051,500,00.016728,00.024210
rr,0,500000,100,250,1636801043.776488742,5000,00.000095,00.007740
rr,1,50000,100,250,1636801043.776553538,500,00.018438,00.026291
rr,2,100000,100,250,1636801043.776593235,1000,00.022461,00.030614
rr,1,50000,100,250,1636801043.811731417,500,00.012511,00.020233
rr,0,500000,100,250,1636801043.811717768,5000,00.014813,00.022589
rr,2,250000,100,250,1636801043.811760932,2500,00.018783,00.039097
rr,1,50000,100,250,1636801043.855609214,500,00.010435,00.018163
rr,0,500000,100,250,1636801043.855572603,5000,00.014864,00.022741
rr,2,500000,100,250,1636801043.855637877,5000,00.016731,00.058267
rr,0,500000,100,250,1636801043.918360700,5000,00.000096,00.007864
rr,1,50000,100,250,1636801043.918401231,500,00.034912,00.042480
rr,2,750000,100,250,1636801043.918416646,7500,00.039192,00.099936
rr,0,500000,100,250,1636801044.024261845,5000,00.030864,00.038689
rr,1,50000,100,250,1636801044.024259230,500,00.032902,00.040534
rr,2,1000000,100,250,1636801044.024263602,10000,00.029071,00.111678
rr,1,75000,100,250,1636801044.141734918,750,00.006170,00.017590
rr,2,10000,100,250,1636801044.141781438,100,00.018509,00.019334
rr,0,500000,100,250,1636801044.141700568,5000,00.014574,00.022353
rr,2,25000,100,250,1636801044.168730899,250,00.024549,00.026658
rr,0,500000,100,250,1636801044.168638663,5000,00.022782,00.030599
rr,1,75000,100,250,1636801044.168698377,750,00.022713,00.034355
rr,0,500000,100,250,1636801044.208815316,5000,00.010516,00.018557
rr,2,50000,100,250,1636801044.208893724,500,00.022677,00.026870
rr,1,75000,100,250,1636801044.208843065,750,00.022719,00.034447
rr,0,500000,100,250,1636801044.248417109,5000,00.000095,00.008093
rr,1,75000,100,250,1636801044.248444840,750,00.020512,00.032280
rr,2,75000,100,250,1636801044.248499566,750,00.026611,00.032891
rr,0,500000,100,250,1636801044.290561599,5000,00.014775,00.024394
rr,2,100000,100,250,1636801044.290634988,1000,00.016627,00.025603
rr,1,75000,100,250,1636801044.290627625,750,00.020806,00.033252
rr,0,500000,100,250,1636801044.328494034,5000,00.000097,00.008096
rr,1,75000,100,250,1636801044.328519259,750,00.020559,00.032263
rr,2,250000,100,250,1636801044.328565359,2500,00.020562,00.041423
rr,0,500000,100,250,1636801044.376033617,5000,00.000101,00.008096
rr,1,75000,100,250,1636801044.376066107,750,00.021053,00.033045
rr,2,500000,100,250,1636801044.376096158,5000,00.023067,00.065234
rr,0,500000,100,250,1636801044.447739657,5000,00.000095,00.008093
rr,1,75000,100,250,1636801044.447755918,750,00.014430,00.026087
rr,2,750000,100,250,1636801044.447786921,7500,00.020739,00.083172
rr,0,500000,100,250,1636801044.536702121,5000,00.004290,00.012077
rr,1,75000,100,250,1636801044.536728580,750,00.016787,00.028342
rr,2,1000000,100,250,1636801044.536795012,10000,00.021105,00.102968
rr,0,500000,100,250,1636801044.645582147,5000,00.000092,00.007864
rr,2,10000,100,250,1636801044.645636768,100,00.010311,00.011147
rr,1,100000,100,250,1636801044.645618892,1000,00.010352,00.025448
rr,0,500000,100,250,1636801044.677016851,5000,00.000092,00.007866
rr,2,25000,100,250,1636801044.677072876,250,00.010303,00.012341
rr,1,100000,100,250,1636801044.677037441,1000,00.012375,00.027712
rr,0,500000,100,250,1636801044.710252401,5000,00.008443,00.016234
rr,2,50000,100,250,1636801044.710318052,500,00.014601,00.018727
rr,1,100000,100,250,1636801044.710284023,1000,00.014614,00.029741
rr,0,500000,100,250,1636801044.745515550,5000,00.010476,00.018249
rr,2,75000,100,250,1636801044.745623373,750,00.016523,00.022633
rr,1,100000,100,250,1636801044.745594676,1000,00.014548,00.029885
rr,0,500000,100,250,1636801044.781344418,5000,00.002120,00.009904
